582:2457,47422,34998,115686,71260,8112,580,7431,1596,45943
585:57458,53929,48300,33692,105629,3998,2759,45829,122936,83177
590:102034,82275,28231,80829,118588,41295,98323,17068,36996,102047
601:10633,2611,12643,73173,116004,113650,72611,86150,44506,27585
618:84833,12748,29904,56901,88701,37335,108768,47169,118850,67022
624:76251,86131,24678,72639,20299,118150,28326,38728,60884,123198
627:76465,102798,108314,113434,8975,106508,20133,32842,121147,10113
628:76859,40475,55833,111755,37953,46179,42912,79762,71545,41605
632:118094,73028,61450,22522,88039,89178,48737,102536,6674,13573
633:41509,109116,111634,90079,24996,28416,93193,28915,45555,46953
634:24711,103836,52676,65810,71672,53556,100995,45025,49027,42049
646:2612,80258,106082,73849,80617,8907,5773,12503,36663,46092
666:86566,117886,121451,36250,101317,18853,92134,4532,77677,2169
667:83921,79364,50507,115801,49465,7052,45295,107790,14475,112799
669:105723,5114,91594,117842,36209,115298,29912,88423,106505,120843
678:42000,75324,21562,68811,20464,68518,63014,33599,18703,43748
680:117560,111240,107955,80054,49356,110759,44370,56341,112699,18185
681:85340,114291,67037,111804,61392,55508,75154,50873,10836,118369
682:78501,8756,27325,40144,2052,29962,50772,30312,119012,15398
683:15900,31176,117944,2126,47478,39173,112127,106920,108042,43718
684:56994,51690,84070,74536,14119,104756,69040,102531,30309,37269
715:28152,86109,62712,117960,11003,8585,77849,6228,13282,59135
716:106885,30575,25691,55188,9663,50916,113199,88853,27520,66592
741:12947,102188,66682,6937,8712,23828,86029,82317,118633,70094
750:59966,56891,50107,40612,29511,116557,7866,88937,51278,23123
754:108721,39603,18742,36272,98837,57683,64099,99277,37794,112846
756:117143,11723,30364,81004,97882,113615,88629,60860,23055,7467
757:63763,75814,58929,60516,104554,30315,21909,101872,71470,57900
758:21035,27949,15283,57263,85166,104114,67322,79467,102187,48506
763:72439,96308,56699,14396,119856,33503,78595,106077,67144,39663
773:34079,56959,42390,114520,41273,103364,72763,3443,65666,57636
774:505,122285,5782,104362,51215,38201,68243,9660,16161,24624
775:70131,91511,35388,15632,83174,94366,14208,19077,71093,107281
782:4869,88321,118688,72884,123307,108439,86739,76023,10478,102971
784:82018,16932,104732,88480,7331,43944,115055,53602,20595,102696
793:109219,11513,2249,109738,16744,48528,32536,58867,30814,60397
803:90672,95586,115354,78037,68393,92114,83688,48029,117569,117660
813:15877,98071,77127,120400,86830,118843,89684,103475,69131,14426
815:81728,47173,15613,19608,12302,21950,2155,59056,32761,99440
817:50660,43708,105518,77247,20833,101881,97997,123335,115477,102135
818:12798,2051,53615,101484,30510,35625,96760,74952,45608,112430
823:53876,26874,119109,25065,16940,111749,40068,9527,106735,11134
825:89897,21871,59398,61057,82475,21624,74909,12903,52281,16012
833:14437,102586,91033,44782,67626,78254,112672,21524,90938,54373
835:12449,28254,20429,16408,23488,117607,13693,71828,105305,9206
838:39280,90148,50937,99064,87751,90862,114011,105193,43663,112520
844:19422,80485,60333,52915,31483,66331,120715,120212,74082,38526
850:77556,4691,100046,33275,84400,30964,72122,96351,83234,77247
856:70814,17145,59973,18401,18272,20499,86199,5262,84290,86813
857:13406,90566,81160,57152,33101,117346,119173,49159,40837,80519
874:1657,114913,27877,113785,106648,110725,110645,61034,101549,36726
891:118953,87800,96499,117035,23214,113458,33228,14862,21174,187
899:63796,93064,117841,105311,20377,54689,57367,112177,74743,104427
900:4429,14595,65549,37768,113612,86487,45208,52443,30669,45612
911:19202,92612,30714,109987,68484,103230,52951,57796,91845,23926
918:38032,13845,24772,46644,18105,56511,62749,68285,11859,1170
925:96205,8205,102973,90251,9588,32927,120969,83748,86565,80579
926:84561,98502,7043,115140,105828,96598,58637,109298,17524,24980
937:105741,11566,53451,112720,2299,68513,67066,2986,17101,101579
949:43734,120951,80501,45933,45401,64515,28113,121297,53029,119455
964:68701,45622,86865,77775,107739,28644,103384,87033,85405,84203
970:117304,85666,22841,22356,61012,107501,3731,69963,87241,13272
977:71905,17335,64247,1665,23716,83600,108676,35338,94564,99712
981:113540,117167,58386,94473,42050,12725,57208,56232,120500,49360
982:40485,64398,83369,109568,9932,18268,56424,101998,84270,39241
984:60700,28294,38840,96755,97815,118145,71888,102843,103787,3912
992:2375,3494,55702,37584,592,42320,14339,13805,50387,39992
993:119794,49042,98241,109531,35017,42679,84028,53517,113637,84173
998:16034,110174,21768,4923,50916,41905,105833,68762,44050,105334
1000:3946,107837,46577,77905,73137,61057,107652,29640,84646,48719
1007:88970,68631,43174,111868,74136,90821,53925,67111,12890,75325
1027:71271,105270,39348,370,17497,78869,29331,109419,75305,46075
1028:123271,118681,48103,105139,89106,71495,20128,119506,17133,24481
1044:34510,109800,8705,22513,105844,54919,76776,86529,72986,71849
1045:120051,97141,59417,117320,81415,62416,113213,78689,82243,107289
1049:3364,71008,54843,49755,112325,7165,18244,112721,36289,39898
1068:16664,17362,119383,121687,85133,45905,41740,37978,7822,13462
1069:42377,40620,45592,27792,100001,27860,19918,45182,28142,47558
1070:80304,25435,33195,41868,83609,41512,98460,95741,100435,62053
1082:75357,89654,97008,79269,56349,78401,1277,43559,51765,73276
1083:117345,7718,26328,88787,111495,55895,95700,15009,16858,30442
1088:101638,54741,23230,90417,88888,75146,63207,85137,90020,36898
1094:69619,111364,33968,83305,56098,58341,106651,81248,24296,15097
1116:54629,5915,75152,67158,110199,77754,47981,59604,50530,19487
1121:116988,120189,116662,107532,25130,77954,53305,83080,31023,9179
1125:85349,34440,106602,57576,63439,53407,7589,48968,60522,71410
1127:2865,36844,48056,81816,60219,43003,39208,64052,94819,43597
1132:56234,112203,48251,27805,5226,122433,105530,74805,59506,92044
1133:77665,107490,6191,62768,99483,11814,87950,3491,3874,27988
1140:32140,24880,78854,83634,75581,80980,66629,78340,107380,55093
1141:88493,72636,58993,21124,82508,86833,1754,99488,74793,51718
1148:121987,52250,77136,7187,99083,19330,88529,1375,118637,40822
1153:19607,24368,53062,64752,85401,42754,26519,25325,45192,5493
1163:24449,61082,68044,52929,16461,106555,110103,118708,97288,116152
1166:97104,95684,17309,84787,25538,103731,24359,25746,39181,122398
1172:99049,40389,87699,5065,20607,62096,49981,37358,38271,97110
1192:62975,95946,110278,87670,62117,96354,51587,99231,115437,99518
1204:16432,8137,110805,73890,85954,62735,95615,60417,78541,103873
1208:104519,121920,108585,81587,78269,97698,101743,8275,33675,57926
1209:40693,90042,39724,112620,36971,81610,79542,107612,28696,115846
1234:120156,53211,44858,104617,86472,6166,71709,12669,15296,47813
1236:11682,77525,64158,39105,77247,105433,75260,113588,17419,88879
1245:21014,54519,40310,113361,43329,56885,25279,12916,110215,114487
1263:107167,91213,12747,117479,87584,89667,92628,55783,47790,85120
1267:93228,84412,13157,4555,78262,54769,33821,7496,47387,26273
1269:111603,24782,33600,47099,53997,97242,20732,55723,114178,111576
1288:64990,81930,18174,104215,12061,16556,60901,54050,87310,6704
1295:57849,105649,15134,25097,29655,50048,61390,66320,29143,46506
1296:112640,240,89712,113908,17887,14519,52313,82330,86604,38324
1302:61876,93191,87408,81924,37684,88970,106866,72267,84701,44509
1305:64682,14934,61899,57543,111980,41899,115832,119153,84322,13178
1342:65422,3603,45875,54909,24089,96207,48572,39291,116484,73619
1382:71045,27554,74230,94420,83171,47314,99134,64387,9421,16121
1389:87629,65632,9635,3419,43062,6996,92332,49836,113070,73683
1391:74100,90634,34540,16612,7651,187,84925,74473,77631,94837
1397:66667,117466,96733,94772,84623,84143,119474,104474,41975,11662
1402:87148,75988,52793,97819,31853,33976,36928,18628,85088,110309
1405:112310,52248,67545,87638,104540,9341,116382,65159,70713,76857
1407:64454,105400,19365,68021,38322,25910,49347,74319,89779,36085
1408:19705,89331,18819,99086,68307,81899,98579,80929,22832,65887
1409:45394,93690,99439,86168,117272,100594,100883,13948,15493,85269
1412:110762,5379,19574,88522,36784,104122,105690,25729,78870,2521
1413:97339,86151,113211,94320,62826,41439,65509,53140,67193,14806
1418:12129,42592,98168,13384,8811,111278,51230,105897,88733,16778
1419:6234,9043,11029,110002,49533,11253,81469,60301,40554,59229
1420:111592,64768,23329,27363,9235,108090,87732,64455,34349,52333
1427:35021,86955,116489,94886,7814,85292,108128,74221,90807,111134
1430:37544,29677,62930,47725,100035,11281,24134,38424,36830,3634
1431:39678,56220,49454,39561,20264,113342,22577,109008,123342,77788
1435:56743,81622,15321,76723,91795,30133,45605,108244,75512,17020
1437:123283,40700,32974,36979,59402,51318,37145,80474,13823,101570
1441:90880,110216,100581,44783,58386,53202,40782,60659,26425,100061
1447:809,84282,42308,95247,15980,20134,35664,29083,10874,78016
1448:115884,50322,85202,118352,9522,81044,103185,93690,99969,107564
1457:97431,9800,19476,3140,26558,110170,105300,38132,36038,25624
1458:95162,99527,86154,98228,112862,83999,50522,87195,76225,86686
1469:79606,98142,45015,16930,1416,38808,39046,6393,120011,42535
1477:63461,44601,16904,12838,58528,87804,50803,2824,81516,13549
1486:72473,81570,103203,46568,33627,62127,110669,50743,59925,53835
1490:1838,45000,84674,83140,116614,80642,26373,1181,23817,77553
1491:73604,28800,74882,108339,18887,117887,66399,87162,12645,46412
1500:37738,97556,27533,33471,102754,86877,86994,22116,96906,95525
1503:73112,107992,118480,44394,102954,47970,3938,26328,57688,100852
1517:78666,61377,46662,30074,50560,15478,32599,8471,24982,49075
1518:46899,23949,86458,9888,114738,78799,72189,122404,33021,57965
1535:84262,209,92719,46184,11657,28369,62809,54628,113612,43832
1551:90867,34823,116017,99418,9889,69657,55612,32899,80297,29478
1552:90975,23322,61009,64538,57898,18753,51337,1421,77618,3914
1553:54660,4243,106501,65869,97761,63541,32186,41247,15669,109562
1559:46235,20367,74545,30586,38706,31937,109639,85981,9942,38456
1560:42375,114760,100674,36896,38554,6970,6481,55595,81292,92330
1561:30158,21922,37446,50158,28128,104919,25288,112600,98867,53030
1562:35761,8880,96906,107319,12620,25555,70900,112560,75768,80210
1569:28066,56847,77684,104267,65947,79540,106063,74282,48340,42055
1570:123088,25428,9809,26308,53150,47467,98364,102256,5585,66415
1588:61087,111067,29071,112006,19364,12628,57962,39068,59878,120928
1589:102116,113352,30690,118402,52459,7529,56744,59467,6677,33174
1591:35036,33277,110858,10081,8771,64441,9651,44689,19283,80803
1601:117798,76316,18837,71498,13295,94710,28854,97821,68318,53894
1602:17151,90379,97377,22892,12616,117778,88011,44519,116676,98099
1629:58876,33788,87530,16315,109594,83005,41617,115999,109237,120935
1634:113230,56095,37568,3444,72372,68295,98829,101810,118505,61967
1642:1796,104183,31755,3204,81986,21030,22833,98954,59335,86505
1653:109306,67224,56820,118303,83606,43120,59020,2121,25250,111288
1654:41660,33001,94150,54799,98106,118444,35974,93613,98005,89179
1655:38676,29525,73273,39539,107616,18458,15963,92622,45959,52945
1668:115637,92817,48156,36676,61441,88933,169,50972,9907,54328
1681:95782,71888,58977,36895,40441,102598,26079,45652,116002,6628
1703:15429,21065,93843,8453,82194,119158,106606,116528,109775,35063
1721:111976,105871,48893,85399,33385,33420,83777,51967,5625,91514
1727:33569,12925,68538,93096,15921,96971,57733,12421,111030,56195
1728:100635,36185,34083,7938,77704,115040,116845,89510,95020,58521
1745:17959,105581,81514,12587,13848,80385,48058,50815,107026,52491
1746:114452,99435,95858,57235,101490,6344,116943,32076,75345,94493
1751:92523,88871,34320,80304,100579,86506,60910,13322,1518,113223
1756:8871,23480,74630,9746,114892,84014,47103,103846,16043,70407
1758:122915,79592,94711,102723,90734,77148,36789,6845,59221,60271
1761:10526,49102,51341,64391,101099,107413,89007,47177,25298,7671
1767:6599,118440,35622,81040,66968,28867,4920,95152,97305,19474
1779:90239,49458,117510,68562,21815,102266,2019,14140,80872,13964
1780:5361,42236,49905,120511,77626,57553,119969,69335,121653,26971
1783:28253,108373,105933,18143,94108,12478,28543,89141,75019,35236
1787:58658,85181,52961,30288,89885,24914,89444,14431,106179,116651
1788:60979,69532,41433,49200,95060,116094,17988,109340,458,88850
1794:63785,37104,113714,72837,42573,97432,62866,116309,22347,48708
1796:53949,86036,40974,29010,25578,190,31094,107042,70884,36356
1803:61042,98041,111826,17054,106722,50989,116726,61713,42999,70337
1820:92621,116724,3943,119817,99503,44203,67020,47459,119,18904
1821:62157,86567,65302,87928,117101,56450,112738,118417,92144,109735
1822:82572,34126,79578,120822,94043,113335,103353,28311,93304,48083
1823:83008,92272,25547,60484,52544,87945,58984,87424,20566,67510
1840:32394,59830,40999,55370,39677,56131,72433,16379,104551,43372
1841:14956,114994,49658,114896,32729,105536,16423,114182,4273,33161
1842:108895,78350,109620,95557,40212,8101,34431,81816,23014,75153
1850:63752,36379,822,115992,16003,39689,12726,15232,103269,10798
1853:103364,105204,20855,41896,34777,267,43514,9376,58428,118884
1854:16934,33748,106332,91252,50976,38705,30938,38150,48573,76932
1862:11842,2228,84434,102790,95418,112520,122720,11795,1570,18775
1880:76469,69826,75124,828,79734,106149,34207,73386,57207,115510
1883:76102,71631,112303,8213,50551,114694,87737,107186,63526,80689
1890:12657,44039,17387,46188,17651,48604,33463,104457,117865,20769
1891:49691,85551,102988,16306,27817,42599,83429,104522,44868,22932
1893:8394,100918,24280,116224,104065,1055,49468,12839,88502,50422
1894:112803,74865,77399,119497,105654,80460,67224,73927,10115,60249
1911:43426,51901,105187,20117,72653,122789,89084,2025,12079,121720
1912:37441,64229,42555,121069,17650,5465,70310,73807,31637,81730
1913:27331,87477,68842,51374,45335,100861,66229,20696,82931,53342
1930:34072,21861,88052,101251,76352,104537,12872,11274,44671,92095
1932:67970,22331,91712,81537,43454,79524,19313,80783,78227,18964
1950:49540,115208,28174,76199,107273,75249,68364,79528,16010,79530
1951:94172,103587,11184,117188,19672,48356,119416,33586,100357,69569
1952:77065,106154,101075,73328,21891,60203,69963,77,8381,13600
2005:74985,87022,36068,121007,17841,83942,16388,87304,95812,101070
2017:94566,70156,42219,5405,63581,28805,74354,101052,79154,99126
2025:67067,53590,68426,40128,23314,33185,1700,2604,72896,1514
2030:17747,57021,80323,37314,117009,84826,102788,31015,65974,84793
2034:96256,84318,106139,54379,15538,79501,12103,62808,39147,13435
2038:87484,6125,95274,95032,24803,36855,93267,91023,79845,121764
2046:109870,105845,15048,60535,19907,113788,113078,80046,39611,85701
2058:121972,15824,120186,112060,13009,107198,39343,101596,105250,55796
2068:67033,24593,65088,53441,47877,109253,107486,79867,111994,30082
2070:1580,32166,83548,26992,80998,49112,47089,32980,10999,111830
2071:72192,120233,70215,28489,18108,111840,72100,79377,67519,43277
2072:54171,83046,24031,103393,52117,88531,102023,74367,123144,3245
2074:94857,21331,114382,86529,40856,17419,25179,116158,105925,3465
2075:44316,37940,40234,77588,36476,32338,28121,50210,6043,122255
2076:10227,16600,30642,65607,93499,110886,105259,101152,78041,76920
2077:60674,49838,3771,118213,109150,68181,52711,2312,108808,114392
2080:15118,83447,15142,106827,118774,111726,20397,5085,63968,19983
2085:20234,117290,46254,58995,116843,106910,106938,47722,106189,114686
2097:57282,85531,62201,74691,54344,62354,121693,55191,59561,77899
2112:88027,2750,51435,51783,48020,75117,64290,6924,48233,24830
2115:52820,117636,92110,35846,45144,89182,72996,119252,118448,61732
2116:80433,121615,97161,43353,27497,90611,58944,25327,30349,65705
2123:31031,65079,69560,67793,35388,120498,94837,94462,111759,34759
2135:89545,100528,100226,57309,117046,57587,47391,7257,68059,101304
2141:72672,67680,81184,96273,79172,122273,29629,103790,6693,40296
2147:57209,3546,57748,35782,25813,28525,21696,36479,65501,74336
2154:108338,35747,76205,121341,52316,67308,13779,4671,4709,70456
2160:29139,82510,9813,121346,22893,59864,307,39521,110869,40627
2162:61719,65768,69868,9055,72701,117788,90075,41186,108270,71994
2170:35416,34031,76571,3706,48778,38521,107366,54204,68809,9593
2177:100879,54375,12036,75403,24144,12949,6189,102812,11888,119816
2184:3388,94763,70557,23051,15307,33776,91192,52437,73178,48963
2185:89797,94126,85557,73608,65705,66223,115292,53105,15224,61908
2187:101557,53453,49688,113467,109168,58108,44218,68585,42596,27615
2211:93169,42582,36748,26986,35409,81030,110061,20942,27800,10734
2223:30480,16238,13224,48175,100222,31119,28951,47204,87026,57080
2243:19066,30995,3421,109207,53526,16680,12355,6920,65710,34438
2244:59547,52430,82414,63202,67388,119428,54821,112079,84063,53202
2247:91268,22425,70391,61646,110814,63520,62261,32001,79443,91131
2250:83553,12417,119270,75980,35418,36873,10951,23004,56830,104996
2253:117043,52813,58575,107502,44147,21559,103527,52468,43353,4379
2260:27740,23469,78887,19271,2873,80510,21044,35473,32411,86532
2261:56975,59780,25135,70534,98767,39940,5537,20869,103668,21730
2262:17448,81863,120251,3513,76849,16209,89271,77815,94735,15352
2290:72418,17699,90490,113635,27656,92737,7212,27538,68383,44196
2291:65924,65926,56258,44620,26050,9254,22629,27093,89484,48287
2293:38881,59109,84992,17147,89304,21157,107830,7266,93006,119744
2301:48013,24386,56248,113442,9369,54371,24115,37128,42077,3004
2302:76533,53119,48410,56086,2532,79262,50261,86488,27006,32225
2304:3104,102908,34938,107034,64604,98716,89918,51814,9151,88723
2318:24773,76776,36940,58458,104830,78888,3937,70311,75842,36513
2325:71080,40317,76911,48413,85089,23556,61009,32161,69017,107382
2335:57548,52510,104684,85027,74783,49039,58264,42956,83746,20315
2343:48648,69513,117490,19319,88027,54725,48494,44448,46679,51560
2346:32838,115793,117339,5320,82195,1961,66797,31128,5888,103388
2347:36636,18514,16096,55841,85772,33162,5199,116368,56996,83831
2348:87967,26328,82478,121955,47527,112826,5160,99661,52302,99136
2362:61713,99083,24227,63410,27750,49038,121920,24783,85420,119635
2363:50943,92274,117307,71996,115537,98027,112606,65853,40333,74087
2364:112362,78141,90491,101538,52288,2509,22619,44244,113439,73699
2369:118947,110388,75028,36259,84482,13351,102943,118386,69686,74056
2373:79005,78688,91444,34639,81725,52593,50750,39427,57106,27724
2381:20563,39938,116018,104913,72915,13621,54920,82627,47904,108742
2382:97086,75770,31997,77028,65760,12012,65180,29523,77739,32463
2384:118415,12354,110142,77157,73562,6014,81305,47724,35296,34943
2385:58572,66467,88410,62491,51549,29217,38572,58581,43807,111022
2392:116017,6176,49415,123005,112198,33140,49289,47367,38318,57812
2393:33683,103974,7155,37632,110054,12610,69740,73487,100780,84387
2394:69500,72474,74476,36117,71519,9934,44363,56053,12990,120142
2395:92339,24327,123311,18726,14339,4924,17710,63352,63183,120746
2399:19659,12730,35267,10356,69799,2381,42225,89806,13858,76968
2405:75612,103121,43756,100774,33251,29846,46898,60434,17458,21632
2407:119159,45668,16939,6190,9038,105720,73004,39310,7228,23007
2408:58875,35600,6913,18505,20075,116227,118538,117885,52481,50664
2419:87202,122736,79713,68607,52194,56545,4404,99958,33688,112811
2429:70945,83231,815,41024,26319,67477,58711,104074,98185,79689
2447:25014,112615,63894,5722,40391,82280,75849,67504,6004,21516
2452:14298,8139,58101,40045,2052,20489,33933,8976,76842,47219
2453:92292,67211,40663,102263,17091,112262,116696,28626,107095,60659
2454:36519,1990,51600,89864,50161,67455,8444,117683,38688,44034
2456:117293,21,80119,24504,63156,101766,78674,92094,2376,83058
2461:32294,101297,119655,66493,18833,44762,58627,62427,77029,48407
2464:40071,56218,37715,33439,107698,54886,97745,26347,118856,110250
2465:78826,11163,2275,72999,6858,83480,39603,105233,110189,91267
2469:115234,16204,10119,40573,77752,31649,100878,18111,66093,68366
2489:88097,43503,114581,106678,97191,29503,96347,59967,96086,61008
2491:79256,112334,40356,98795,62595,49535,26417,80991,83600,31665
2499:40652,58529,13220,51895,6672,48584,91841,96370,57079,24258
2500:72923,20874,67708,3842,121536,99172,28299,40175,61730,29647
2501:92392,15707,89011,34630,104157,60342,116824,104318,64895,96556
2505:8857,13894,122141,79636,39885,72452,54500,86505,44731,51693
2510:30974,50944,93285,45014,110233,84833,81624,30706,70461,23481
2515:93928,70807,24179,71954,1812,87279,33221,121701,2002,45673
2518:115973,72980,56675,102,81573,47790,47840,105250,87501,105287
2520:111096,36423,98360,109515,43292,91357,25157,29785,13632,55801
2521:93117,2492,16555,79200,99409,49613,112573,40688,1295,9250
2524:42245,41805,56411,45869,109404,82840,84370,61110,107644,113503
2536:18646,84720,21388,79941,32380,114418,78614,33845,84653,7594
2541:25783,10741,92778,121335,15572,69138,2286,65738,111172,61032
2547:49024,119598,90227,57758,112326,96672,87768,116106,49015,36343
2553:14387,45429,98497,116386,72938,47029,18552,46343,107585,18071
2558:109309,67222,115294,89539,29878,75328,64271,24330,118835,81203
2560:3172,83134,14717,113109,30542,32255,89635,14194,9232,5099
2563:23138,118550,66656,19672,81146,110708,121698,102084,49838,58314
2573:54064,104613,120710,11332,15990,120329,81445,46067,103327,115692
2591:24953,85701,45487,45399,40339,84232,32101,72684,105498,19127
2596:7920,92983,60819,64976,78183,80608,95733,8912,61655,5713
2597:73109,23602,110982,78956,55997,58510,74167,115020,74850,104588
2601:112460,43002,28182,5217,66004,96101,51174,84702,106310,67589
2604:24802,7012,12911,43538,91518,99618,121635,99920,24737,101381
2611:109931,28410,62021,75119,43226,91254,41529,72039,22810,64036
2612:91469,87423,18630,56961,33805,34279,94891,104864,54006,20347
2615:80635,83839,107541,16758,44558,91271,20712,21027,120174,84878
2625:118911,78885,20401,107064,72633,104996,730,81010,12572,40341
2626:58659,7242,85509,99337,73940,88257,51138,19086,115223,39896
2634:51546,102733,80890,74688,114379,33059,82247,3430,54526,57574
2636:89069,112538,55296,80434,56027,23968,76063,87788,69122,11121
2639:38201,25524,91491,38376,98403,113208,98745,114403,109414,25505
2650:115674,72340,41276,48366,97404,43091,54514,78611,27237,6199
2661:98506,29483,35171,28638,71832,61403,99596,103121,56084,7036
2663:21495,15380,59744,20933,106091,45729,9076,24128,120471,1946
2666:10263,104949,38321,107584,88231,5724,110442,115717,5720,1172
2676:14127,74217,43571,42395,94873,40833,67802,264,59512,66031
2689:72323,44246,16506,73384,72530,39028,19408,52973,33130,119356
2693:71690,5352,104134,60687,29138,67624,27726,15734,86325,22137
2708:50982,79255,45558,75274,26781,72890,79696,36112,16222,44330
2709:102734,102581,8442,51092,121041,116628,72858,25038,100627,37795
2713:115305,63921,2829,66308,50315,23240,106693,37745,2273,45145
2715:97878,97049,45507,106701,103106,22621,42728,93982,90623,93418
2716:30581,75246,66882,104183,20357,25529,98214,30562,75885,70872
2727:56143,72798,99308,18156,91827,98998,122345,11983,48272,105222
2730:91307,98189,9780,108068,99835,82165,118073,112450,803,71551
2731:105323,80101,39961,92797,50995,78111,59165,22011,38174,92786
2734:96861,77237,34822,13093,36254,30634,53212,950,2257,91682
2735:89587,94054,33216,71151,81632,76270,56327,119835,10169,37046
2737:72703,52494,29701,38764,15401,28961,12094,88999,24933,112946
2745:47384,115878,93585,58862,63802,99229,46755,19433,89527,120110
